0.065262,0.258262
-0.111757,0.300771
-0.409402,0.283980
-0.281775,0.322346
0.317191,0.378606
-0.607171,0.314734
-0.230666,0.332582
-0.326613,0.304264
-0.172596,0.341425
-0.320402,0.323600
-0.350311,0.275319
0.050071,0.269923
0.092016,0.331902
-0.214965,0.294098
-0.329352,0.330400
0.019842,0.279512
-0.351898,0.310472
-0.282123,0.363955
-0.227297,0.269036
-0.197505,0.261749
0.118742,0.281373
0.111264,0.274144
0.451997,0.282825
0.062055,0.263147
-0.025348,0.331977
0.043964,0.287752
-0.413699,0.348879
-0.020115,0.300749
0.298052,0.267598
0.166157,0.278882
-0.574178,0.374098
0.085180,0.224534
0.089699,0.370884
-0.128960,0.323822
-0.246157,0.253757
0.437996,0.295910
0.115034,0.240951
-0.169259,0.336703
-0.072600,0.246082
-0.356234,0.294176
-0.763225,0.337091
-0.192841,0.382462
0.277101,0.310273
-0.068875,0.331482
-0.202952,0.281562
0.138523,0.313479
-0.470209,0.306175
-0.188233,0.281402
-0.251391,0.352697
0.631796,0.323630
-0.226427,0.329789
0.150165,0.273805
-0.032045,0.258728
-0.340434,0.290190
0.134258,0.304815
0.088503,0.287265
-0.209424,0.299521
-0.119461,0.295081
-0.198881,0.319772
0.040846,0.265740
0.035327,0.241927
0.080288,0.307031
-0.188350,0.290228
-0.731132,0.390351
0.466537,0.236402
-0.061097,0.288384
-0.248255,0.290420
-0.385431,0.303986
-0.401072,0.355860
0.412682,0.228091
-0.239886,0.295215
0.045335,0.298910
-0.010633,0.327195
0.356484,0.267766
-0.112006,0.334327
-0.116977,0.273798
0.052581,0.291948
0.223202,0.322827
0.308303,0.306934
0.235496,0.282279
-0.218349,0.351878
-0.379600,0.290115
0.274716,0.351698
-0.206372,0.315149
-0.405869,0.335363
-0.797248,0.341422
-0.040473,0.246771
-0.070112,0.277718
0.195557,0.230116
-0.006968,0.289214
-0.076234,0.297425
-0.032946,0.314367
0.021329,0.284751
-0.739424,0.319578
-0.197004,0.303073
0.047279,0.392743
-0.718443,0.346582
-0.117037,0.338397
-0.227907,0.350997
-0.235415,0.309665
0.222859,0.288746
-0.523928,0.356366
0.080826,0.326735
-0.748035,0.394966
-0.391736,0.343263
